id,citation_number,citation_date,first_name,last_name,date_of_birth,defendant_address,defendant_city,defendant_state,drivers_license_number,court_date,court_location,court_address
597,288653852,6/11/2015 0:00,Bonnie,Walker,1/31/1981 0:00,42225 International Circle,MARYLAND HEIGHTS,MO,F650908350,10/6/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
598,143559106,1/6/2015 0:00,Larry,Mason,6/18/1993 0:00,23174 Southridge Way,KINLOCH,,W063044886,,ELLISVILLE,37 Weis Avenue
599,443642662,4/17/2015 0:00,Eugene,Wells,8/17/1990 0:00,3 Florence Parkway,OVERLAND,,Z540450348,11/19/2015 0:00,WOODSON TERRACE,4323 Woodson Road
600,958423713,3/24/2015 0:00,Juan,Harrison,8/29/1989 0:00,42849 Southridge Circle,OLIVETTE,MO,S216136608,10/6/2015 0:00,BRENTWOOD,2348 South Brentwood Boulevard
601,956215026,2/9/2015 0:00,Juan,Harrison,8/29/1989 0:00,42849 Southridge Circle,OLIVETTE,MO,S216136608,12/1/2015 0:00,OLIVETTE,9473 Olive Boulevard
602,472057927,1/28/2015 0:00,Juan,Harrison,8/29/1989 0:00,42849 Southridge Circle,OLIVETTE,MO,S216136608,12/17/2015 0:00,ST. JOHN,8944 St. Charles Rock Road
603,673098878,7/16/2015 0:00,Dorothy,Gordon,1/1/1965 0:00,04843 Sheridan Junction,BRECKENRIDGE HILLS,MO,W370431465,12/15/2015 0:00,HILLSDALE,6428 Jesse Jackson Avenue
604,773857386,4/5/2015 0:00,Julia,Diaz,3/13/1978 0:00,4 Delladonna Parkway,BEL-NOR,MO,E648191004,12/10/2015 0:00,GRANTWOOD VILLAGE,One Missionary Way
605,579377130,2/28/2015 0:00,Gerald,Ross,12/30/1978 0:00,60437 Delaware Drive,CRYSTAL LAKE PARK,MO,S185105520,12/25/2015 0:00,,
606,362133343,4/29/2015 0:00,Nancy,Gomez,6/30/1952 0:00,17 Pearson Plaza,CHESTERFIELD,,R554198134,,CREVE COEUR,300 North New Ballas Road
607,461070209,8/9/2015 0:00,Arthur,Woods,12/3/1961 0:00,2699 Sullivan Parkway,BRIDGETON,MO,K806390772,12/7/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
608,567265795,8/4/2015 0:00,Carlos,Lane,11/30/1993 0:00,89 Memorial Place,FLORDELL HILLS,MO,S592905716,12/24/2015 0:00,SHREWSBURY,4400 Shrewsbury Avenue
609,784976614,4/18/2015 0:00,Alan,Rose,7/6/1985 0:00,6345 Loomis Parkway,HAZELWOOD,MO,C740365751,11/20/2015 0:00,RIVERVIEW,9699 Lilac Drive
610,507610051,1/19/2015 0:00,Ronald,Harris,12/22/1988 0:00,3521 Kingsford Place,FLORDELL HILLS,MO,,10/27/2015 0:00,BELLA VILLA,751 Avenue H
611,234491120,9/1/2015 0:00,Wayne,Mcdonald,8/18/1993 0:00,37026 Forest Dale Alley,WELLSTON,MO,L058334451,10/13/2015 0:00,RIVERVIEW,9699 Lilac Drive
612,194196536,7/2/2015 0:00,Earl,Cole,10/14/1977 0:00,53493 Summer Ridge Crossing,BLACK JACK,MO,Q083066229,10/27/2015 0:00,GREENDALE,7700 Natural Bridge Road
613,138316078,6/1/2015 0:00,Aaron,Garrett,7/20/1982 0:00,4 Kensington Trail,,,T979228302,10/17/2015 0:00,JENNINGS,7005 Florence Avenue
614,878316377,2/21/2015 0:00,Aaron,Garrett,7/20/1982 0:00,4 Kensington Trail,,,T979228302,12/29/2015 0:00,BRIDGETON,12355 Natural Bridge Road
615,967885055,3/25/2015 0:00,Aaron,Garrett,7/20/1982 0:00,4 Kensington Trail,,,T979228302,12/29/2015 0:00,ROCK HILL,320 West Thornton Avenue
616,496317027,5/19/2015 0:00,Judy,Clark,6/12/1954 0:00,266 Washington Trail,VELDA CITY,MO,W384111011,12/1/2015 0:00,CALVERTON PARK,52 Young Drive
617,23066899,4/4/2015 0:00,Kathryn,Fisher,7/1/1972 0:00,3982 Eliot Alley,BEL-NOR,MO,L297590008,12/5/2015 0:00,SHREWSBURY,4400 Shrewsbury Avenue
618,783395537,7/22/2015 0:00,Ruth,Long,2/14/1976 0:00,085 Anderson Junction,BELLEFONTAINE NEIGHBORS,MO,F710017728,9/16/2015 0:00,ELLISVILLE,37 Weis Avenue
619,730299898,5/27/2015 0:00,Brenda,Arnold,10/26/1994 0:00,2 Delladonna Drive,WILBUR PARK,MO,I798188375,11/27/2015 0:00,OVERLAND,2410 Goodale Avenue
620,786811307,3/6/2015 0:00,Joan,Fowler,10/14/1994 0:00,270 Vernon Alley,CHARLACK,MO,W612116249,11/19/2015 0:00,SHREWSBURY,4400 Shrewsbury Avenue
621,558703755,1/11/2015 0:00,Justin,Wilson,6/16/1987 0:00,7117 Johnson Parkway,TWIN OAKS,MO,,10/1/2015 0:00,VINITA TERRACE,8027 Page Boulevard
622,605234952,4/5/2015 0:00,Clarence,Burton,4/17/1983 0:00,1 Crest Line Terrace,GLENDALE,MO,T362307296,10/10/2015 0:00,PASADENA PARK,7615 South Sunset
623,456743103,4/9/2015 0:00,Clarence,Burton,4/17/1983 0:00,1 Crest Line Terrace,GLENDALE,MO,T362307296,11/21/2015 0:00,KINLOCH,8140 Scott
624,235844874,5/5/2015 0:00,Clarence,Burton,4/17/1983 0:00,1 Crest Line Terrace,GLENDALE,MO,T362307296,11/17/2015 0:00,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
625,459464262,7/8/2015 0:00,Clarence,Burton,4/17/1983 0:00,1 Crest Line Terrace,GLENDALE,MO,T362307296,10/1/2015 0:00,EUREKA,120 City Hall Drive
626,605947125,7/20/2015 0:00,Clarence,Burton,4/17/1983 0:00,1 Crest Line Terrace,GLENDALE,MO,T362307296,12/17/2015 0:00,CHARLACK,8401 Midland Boulevard
627,467807059,4/23/2015 0:00,Clarence,Burton,4/17/1983 0:00,1 Crest Line Terrace,GLENDALE,MO,T362307296,9/27/2015 0:00,MOLINE ACRES,2449 Chambers Road
628,77315065,1/29/2015 0:00,Clarence,Burton,4/17/1983 0:00,1 Crest Line Terrace,GLENDALE,MO,T362307296,10/4/2015 0:00,NORMANDY,7700 Natural Bridge Road
629,969647917,5/3/2015 0:00,Gerald,Ross,12/30/1978 0:00,60437 Delaware Drive,CRYSTAL LAKE PARK,MO,S185105520,12/8/2015 0:00,,
630,331257256,8/8/2015 0:00,Clarence,Burton,4/17/1983 0:00,1 Crest Line Terrace,GLENDALE,MO,T362307296,12/24/2015 0:00,HAZELWOOD,415 Elm Grove Lane
631,526297768,2/12/2015 0:00,Rachel,Little,10/13/1957 0:00,9 Macpherson Terrace,OLIVETTE,MO,D865353895,10/13/2015 0:00,UNINCORPORATED WEST ST. LOUIS COUNTY,82 Clarkson Wilson Centre
632,278468701,2/2/2015 0:00,Cheryl,Jenkins,8/1/1963 0:00,,ELLISVILLE,MO,M636684093,12/10/2015 0:00,GLENDALE,424 North Sappington Road
633,991284471,5/15/2015 0:00,Robin,Bishop,7/22/1956 0:00,57219 Del Sol Street,ST. LOUIS CITY,MO,B499516384,12/10/2015 0:00,UNINCORPORATED WEST ST. LOUIS COUNTY,82 Clarkson Wilson Centre
634,313668157,9/1/2015 0:00,Shirley,Young,7/25/1976 0:00,576 Arapahoe Center,FRONTENAC,MO,W409035058,11/1/2015 0:00,PACIFIC,300 Hoven Drive
635,104247569,8/24/2015 0:00,Carol,Long,4/9/1958 0:00,61 Warner Terrace,NORMANDY,MO,S183987824,10/19/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
636,500545346,8/24/2015 0:00,Beverly,Bradley,9/30/1951 0:00,1756 Grasskamp Drive,OAKLAND,MO,E321144851,10/9/2015 0:00,BALLWIN,300 Park Drive
637,16243821,1/11/2015 0:00,Martin,Meyer,12/3/1962 0:00,029 South Avenue,GREENDALE,MO,M718460675,12/13/2015 0:00,CALVERTON PARK,52 Young Drive
638,316722254,9/4/2015 0:00,Martin,Meyer,12/3/1962 0:00,029 South Avenue,GREENDALE,MO,M718460675,10/7/2015 0:00,GREENDALE,7700 Natural Bridge Road
639,413793428,8/25/2015 0:00,Nicholas,Hunt,5/18/1979 0:00,5297 Victoria Alley,CLAYTON,MO,E124817611,12/20/2015 0:00,UNINCORPORATED WEST ST. LOUIS COUNTY,82 Clarkson Wilson Centre
640,240025240,2/20/2015 0:00,Irene,Powell,4/14/1968 0:00,5 Hoepker Plaza,VELDA CITY,MO,O270403557,10/7/2015 0:00,VINITA TERRACE,8027 Page Boulevard
641,361800320,8/18/2015 0:00,Joan,Burns,11/27/1986 0:00,6 Ludington Avenue,CALVERTON PARK,MO,O282547089,,WEBSTER GROVES,4 Lockwood Aveue
642,384775459,5/29/2015 0:00,Arthur,Long,12/11/1967 0:00,3 Division Point,TWIN OAKS,MO,B723809878,,HILLSDALE,6428 Jesse Jackson Avenue
643,896329714,1/12/2015 0:00,Tammy,Schmidt,9/16/1972 0:00,50645 Springs Street,GLENDALE,MO,A383353178,10/19/2015 0:00,BELLEFONTAINE NEIGHBORS,9641 Bellefontaine Road
644,541865880,7/22/2015 0:00,Tammy,Schmidt,9/16/1972 0:00,50645 Springs Street,GLENDALE,MO,A383353178,12/24/2015 0:00,UPLANDS PARK,6390 Natural Bridge Road
645,214784069,7/22/2015 0:00,Nicole,Hunt,1/14/1990 0:00,,ST. LOUIS CITY,MO,R366498545,12/29/2015 0:00,CREVE COEUR,300 North New Ballas Road
646,379842994,5/5/2015 0:00,Chris,Banks,7/17/1967 0:00,42 Morning Lane,CRYSTAL LAKE PARK,MO,S885887545,11/17/2015 0:00,BEL-NOR,8416 Natural Bridge Road
647,102146629,5/19/2015 0:00,Carolyn,Freeman,5/9/1956 0:00,8 Clove Avenue,MARYLAND HEIGHTS,MO,,11/14/2015 0:00,VELDA VILLAGE HILLS,3501 Avondale Avenue
648,253828319,7/21/2015 0:00,Anne,Stephens,10/6/1989 0:00,17 Maple Wood Drive,FLORISSANT,MO,H841567050,9/24/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
649,750244359,2/11/2015 0:00,Gerald,Day,2/27/1974 0:00,43 Eastlawn Junction,SUNSET HILLS,MO,G741270249,10/4/2015 0:00,MOLINE ACRES,2449 Chambers Road
650,379301520,5/22/2015 0:00,Gerald,Ross,12/30/1978 0:00,60437 Delaware Drive,CRYSTAL LAKE PARK,MO,S185105520,11/9/2015 0:00,,
651,643392974,3/22/2015 0:00,Chris,Nelson,11/2/1975 0:00,61632 School Drive,,,B276370946,9/21/2015 0:00,BERKELEY 1,6120 Madison
652,722109972,3/25/2015 0:00,Tammy,Phillips,9/21/1970 0:00,5 Autumn Leaf Lane,CREVE COEUR,MO,B402358858,11/25/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
653,182797343,2/18/2015 0:00,Ruby,Kelly,7/11/1964 0:00,955 Mayer Court,DELLWOOD,MO,H088696567,,BELLA VILLA,751 Avenue H
654,159086630,5/4/2015 0:00,Gerald,Ross,12/30/1978 0:00,60437 Delaware Drive,CRYSTAL LAKE PARK,MO,S185105520,12/11/2015 0:00,,
655,171870609,9/7/2015 0:00,Joan,Wagner,10/2/1950 0:00,00808 Pankratz Junction,,MO,W264844796,,ST. ANN,10405 St. Charles Rock Road
656,89708540,7/9/2015 0:00,Joan,Wagner,10/2/1950 0:00,00808 Pankratz Junction,,MO,W264844796,12/7/2015 0:00,DES PERES,12325 Manchester Road
657,236158033,2/26/2015 0:00,Randy,Martinez,9/16/1985 0:00,7497 Buhler Alley,MAPLEWOOD,MO,V590950624,12/3/2015 0:00,ST. JOHN,8944 St. Charles Rock Road
658,766078654,1/28/2015 0:00,Philip,Kelly,10/20/1982 0:00,02007 Waywood Drive,RIVERVIEW,MO,,12/25/2015 0:00,PASADENA PARK,7615 South Sunset
659,474142448,7/12/2015 0:00,Eugene,Alvarez,6/12/1953 0:00,38 Tennyson Crossing,CLARKSON VALLEY,,M989973406,12/24/2015 0:00,CLAYTON,10 South Brentwood Boulevard
660,982076483,1/21/2015 0:00,Eugene,Alvarez,6/12/1953 0:00,38 Tennyson Crossing,CLARKSON VALLEY,,M989973406,9/16/2015 0:00,FLORISSANT,315 Howdershell Road
661,202708848,1/4/2015 0:00,Eugene,Alvarez,6/12/1953 0:00,38 Tennyson Crossing,CLARKSON VALLEY,,M989973406,10/14/2015 0:00,ST. LOUIS CITY,300 Park Drive
662,111256395,6/7/2015 0:00,Donna,Reynolds,3/1/1992 0:00,947 Express Crossing,PASADENA HILLS,MO,T901820954,11/23/2015 0:00,BEL-NOR,8416 Natural Bridge Road
663,189688697,7/6/2015 0:00,Donna,Reynolds,3/1/1992 0:00,947 Express Crossing,PASADENA HILLS,MO,T901820954,9/14/2015 0:00,VINITA PARK,8374 Midland Boulevard
664,570258522,,Donna,Reynolds,3/1/1992 0:00,947 Express Crossing,PASADENA HILLS,MO,T901820954,10/29/2015 0:00,PACIFIC,300 Hoven Drive
665,495636778,5/3/2015 0:00,Craig,Perkins,10/4/1987 0:00,4 Ramsey Pass,FRONTENAC,MO,F617318939,10/31/2015 0:00,FENTON,625 New Smizer Mill Road
666,505247511,6/14/2015 0:00,Justin,Wagner,2/29/1972 0:00,01274 Holy Cross Drive,VELDA CITY,MO,W846805768,10/26/2015 0:00,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
667,759926166,6/11/2015 0:00,Susan,Rodriguez,4/30/1988 0:00,3 Sachtjen Circle,WARSON WOODS,MO,Z075807314,12/2/2015 0:00,TOWN AND COUNTRY,1011 Municipal Center Drive
668,865997696,3/11/2015 0:00,Judith,Bowman,3/21/1953 0:00,89744 Roth Place,CHESTERFIELD,MO,K414563787,11/1/2015 0:00,HAZELWOOD,415 Elm Grove Lane
669,313345628,1/24/2015 0:00,Harry,Mitchell,7/15/1989 0:00,37 Corscot Hill,ST. ANN,MO,Y503438841,12/5/2015 0:00,RICHMOND HEIGHTS,7447 Dale Avenue
670,28801876,6/12/2015 0:00,Harry,Mitchell,7/15/1989 0:00,37 Corscot Hill,ST. ANN,MO,Y503438841,11/6/2015 0:00,MANCHESTER,200 Highlands Blvd. Dr.
671,456903429,6/6/2015 0:00,Harry,Mitchell,7/15/1989 0:00,37 Corscot Hill,ST. ANN,MO,Y503438841,10/13/2015 0:00,MOLINE ACRES,2449 Chambers Road
672,673738307,2/7/2015 0:00,Bobby,Ward,2/20/1992 0:00,52 Sauthoff Center,PACIFIC,MO,,11/18/2015 0:00,WOODSON TERRACE,4323 Woodson Road
673,487750048,6/5/2015 0:00,Thomas,Cooper,3/9/1991 0:00,704 Cascade Park,WILBUR PARK,MO,,12/28/2015 0:00,WEBSTER GROVES,4 Lockwood Aveue
674,988777324,7/19/2015 0:00,Thomas,Cooper,3/9/1991 0:00,704 Cascade Park,WILBUR PARK,MO,,11/11/2015 0:00,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
675,193707979,1/30/2015 0:00,Thomas,Cooper,3/9/1991 0:00,704 Cascade Park,WILBUR PARK,MO,,12/20/2015 0:00,COOL VALLEY,100 Signal Drive
676,907318385,8/2/2015 0:00,Thomas,Cooper,3/9/1991 0:00,704 Cascade Park,WILBUR PARK,MO,,11/2/2015 0:00,SUNSET HILLS,3939 South Lindbergh
677,937127553,,Thomas,Cooper,3/9/1991 0:00,704 Cascade Park,WILBUR PARK,MO,,12/22/2015 0:00,PINE LAWN,6250 Steve Marve Avenue
678,348604254,3/9/2015 0:00,Heather,Armstrong,6/7/1963 0:00,4010 Vernon Junction,MANCHESTER,MO,D257961286,11/15/2015 0:00,WILDWOOD,16860 Main Street
679,188456033,8/11/2015 0:00,Virginia,Hicks,4/24/1969 0:00,30972 Upham Center,WILBUR PARK,MO,T683472623,12/2/2015 0:00,EUREKA,120 City Hall Drive
680,650491737,5/27/2015 0:00,Virginia,Hicks,4/24/1969 0:00,30972 Upham Center,WILBUR PARK,MO,T683472623,10/10/2015 0:00,OAKLAND,1320 W. Lockwood Avenue
681,309777046,5/16/2015 0:00,Virginia,Hicks,4/24/1969 0:00,30972 Upham Center,WILBUR PARK,MO,T683472623,11/30/2015 0:00,UNIVERSITY CITY,975 Pennsylvania Avenue
682,709864513,1/30/2015 0:00,Virginia,Hicks,4/24/1969 0:00,30972 Upham Center,WILBUR PARK,MO,T683472623,12/13/2015 0:00,TOWN AND COUNTRY,1011 Municipal Center Drive
683,261099426,2/11/2015 0:00,Virginia,Hicks,4/24/1969 0:00,30972 Upham Center,WILBUR PARK,MO,T683472623,11/10/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
684,838899204,7/13/2015 0:00,Wayne,Gray,11/6/1971 0:00,7423 Gulseth Pass,MARLBOROUGH,MO,V080791223,10/20/2015 0:00,DES PERES,12325 Manchester Road
685,971210495,4/18/2015 0:00,Carolyn,Wallace,12/6/1988 0:00,,MOLINE ACRES,MO,R485002050,10/5/2015 0:00,VELDA CITY,2560 Lucas & Hunt Road
686,651603498,3/31/2015 0:00,Raymond,Crawford,11/8/1954 0:00,04172 Eliot Place,CLARKSON VALLEY,MO,V008598280,11/8/2015 0:00,PINE LAWN,6250 Steve Marve Avenue
687,305777014,8/9/2015 0:00,Wanda,Martinez,6/23/1975 0:00,23383 Hintze Trail,BEL-NOR,MO,X135073292,10/8/2015 0:00,UNINCORPORATED WEST ST. LOUIS COUNTY,82 Clarkson Wilson Centre
688,235918010,7/9/2015 0:00,Chris,Lawson,11/21/1967 0:00,50567 Fremont Lane,SYCAMORE HILLS,MO,H269909359,11/24/2015 0:00,GREENDALE,7700 Natural Bridge Road
689,205633828,5/28/2015 0:00,Joe,Murray,12/30/1974 0:00,8631 Esker Park,CLARKSON VALLEY,MO,Y557444600,11/29/2015 0:00,PAGEDALE,1420 Ferguson Avenue
690,672511844,7/3/2015 0:00,Terry,Lane,5/10/1996 0:00,129 Darwin Crossing,GREENDALE,MO,J541684196,11/20/2015 0:00,LAKESHIRE,10000 Puttington Drive
691,146602575,5/30/2015 0:00,Teresa,Olson,10/25/1991 0:00,0187 Reinke Park,ST. GEORGE,MO,X173736152,9/22/2015 0:00,ELLISVILLE,37 Weis Avenue
692,830205189,1/28/2015 0:00,Ruth,Pierce,8/6/1967 0:00,09501 Golf View Way,MANCHESTER,MO,Z612969439,11/30/2015 0:00,UPLANDS PARK,6390 Natural Bridge Road
693,137248722,4/19/2015 0:00,Gregory,Riley,9/6/1958 0:00,14 Oneill Court,CRYSTAL LAKE PARK,MO,,,VALLEY PARK,320 Benton Street
694,582137749,1/12/2015 0:00,Gregory,Riley,9/6/1958 0:00,,CRYSTAL LAKE PARK,MO,,12/4/2015 0:00,BRIDGETON,12355 Natural Bridge Road
695,679072220,6/7/2015 0:00,Gregory,Riley,9/6/1958 0:00,,CRYSTAL LAKE PARK,MO,,10/20/2015 0:00,JENNINGS,7005 Florence Avenue
696,420698782,2/1/2015 0:00,Gregory,Riley,9/6/1958 0:00,14 Oneill Court,CRYSTAL LAKE PARK,MO,,9/29/2015 0:00,DELLWOOD,1415 Chambers Road
697,435548397,7/22/2015 0:00,Ronald,Morgan,9/18/1966 0:00,1880 Anniversary Circle,VINITA PARK,MO,W210175237,12/27/2015 0:00,WOODSON TERRACE,4323 Woodson Road
698,693649005,8/6/2015 0:00,Emily,Warren,10/16/1962 0:00,557 Pond Hill,VINITA PARK,MO,V500128481,,PAGEDALE,1420 Ferguson Avenue
699,862934528,4/15/2015 0:00,Margaret,Matthews,2/14/1966 0:00,,MANCHESTER,MO,W003452133,11/21/2015 0:00,GRANTWOOD VILLAGE,One Missionary Way
700,364604814,6/6/2015 0:00,Deborah,Howell,11/27/1962 0:00,,VELDA CITY,MO,B654669569,11/12/2015 0:00,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,7900 Carondelet Avenue
701,447017884,6/12/2015 0:00,Beverly,Johnston,6/16/1958 0:00,0 Barnett Park,FLORDELL HILLS,MO,N570567411,11/23/2015 0:00,COUNTRY CLUB HILLS,7422 Eunice Avenue
702,921407569,3/30/2015 0:00,Jonathan,Ward,2/8/1996 0:00,3829 Rowland Road,CREVE COEUR,MO,O305912643,,OLIVETTE,9473 Olive Boulevard
703,981081817,4/3/2015 0:00,Mark,Willis,6/21/1976 0:00,85000 Corry Crossing,GLENDALE,MO,T844451000,11/9/2015 0:00,GREENDALE,7700 Natural Bridge Road
704,428367180,,John,Lawrence,5/30/1978 0:00,5008 Lakeland Terrace,CHARLACK,MO,M632368611,11/17/2015 0:00,,
705,741757521,7/26/2015 0:00,Walter,Wood,8/23/1974 0:00,8 Anniversary Crossing,WINCHESTER,MO,Q490507600,11/23/2015 0:00,NORTHWOODS,4600 Oakridge Boulevard
706,110852006,4/30/2015 0:00,Lillian,Ross,6/19/1974 0:00,4 Harbort Point,WELLSTON,MO,J807260751,12/29/2015 0:00,PASADENA HILLS,3915 Roland Boulevard
707,266969984,7/22/2015 0:00,Janet,Duncan,1/19/1979 0:00,13553 Texas Plaza,CHESTERFIELD,MO,W316823637,9/16/2015 0:00,CRESTWOOD,1 Detjen Drive
708,212529437,1/21/2015 0:00,Jesse,Bryant,6/28/1959 0:00,66 Northland Avenue,FRONTENAC,,,12/18/2015 0:00,UNIVERSITY CITY,975 Pennsylvania Avenue
709,152106579,1/26/2015 0:00,Catherine,Tucker,2/3/1951 0:00,422 Pine View Parkway,GREENDALE,MO,R954492923,10/19/2015 0:00,PACIFIC,300 Hoven Drive
710,339301159,6/19/2015 0:00,Kathryn,Martin,9/30/1987 0:00,926 Del Mar Way,FENTON,MO,Y291977165,10/12/2015 0:00,WOODSON TERRACE,4323 Woodson Road
711,791251080,6/13/2015 0:00,Julie,Romero,4/3/1992 0:00,905 Carey Hill,LADUE,MO,S349365571,10/19/2015 0:00,GREENDALE,7700 Natural Bridge Road
712,270929832,4/28/2015 0:00,Teresa,James,1/28/1974 0:00,,CLARKSON VALLEY,MO,Y181425764,11/3/2015 0:00,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
713,398814619,3/19/2015 0:00,Patricia,Jones,10/17/1962 0:00,90 Lawn Park,KIRKWOOD,MO,L814561589,11/13/2015 0:00,BEL-NOR,8416 Natural Bridge Road
714,282415157,6/12/2015 0:00,Patricia,Jones,10/17/1962 0:00,90 Lawn Park,KIRKWOOD,MO,L814561589,10/13/2015 0:00,OVERLAND,2410 Goodale Avenue
715,773341184,5/26/2015 0:00,Patricia,Jones,10/17/1962 0:00,90 Lawn Park,KIRKWOOD,MO,L814561589,12/24/2015 0:00,GREENDALE,7700 Natural Bridge Road
716,418400171,7/23/2015 0:00,Lawrence,Peters,9/14/1972 0:00,0 Nobel Circle,GLEN ECHO PARK,MO,U110327554,,MACKENZIE,4400 Shrewsbury Avenue
717,100885458,4/25/2015 0:00,Doris,Ryan,3/18/1994 0:00,72040 Elmside Center,NORMANDY,MO,,11/25/2015 0:00,FRONTENAC,10555 Clayton Road
718,227306643,6/14/2015 0:00,Robert,Webb,4/15/1970 0:00,4481 Rusk Crossing,COOL VALLEY,MO,Q443658711,12/5/2015 0:00,OLIVETTE,9473 Olive Boulevard
719,875318225,6/18/2015 0:00,Bruce,Roberts,2/12/1966 0:00,76801 Lakewood Place,RIVERVIEW,MO,K198462046,10/12/2015 0:00,BALLWIN,300 Park Drive
720,3499338,2/14/2015 0:00,Ronald,Harrison,3/12/1951 0:00,35 Dwight Junction,,MO,Y496973489,10/20/2015 0:00,,
721,359737534,8/8/2015 0:00,Marie,Nichols,6/1/1981 0:00,706 Kim Terrace,FERGUSON,MO,,11/30/2015 0:00,FERGUSON,110 Church Street
722,70746980,8/25/2015 0:00,Tina,Castillo,7/29/1970 0:00,6 Hoffman Trail,CALVERTON PARK,MO,J320831636,12/7/2015 0:00,BERKELEY 2,6140 N Hanley Road
723,593591202,1/30/2015 0:00,Robin,Andrews,10/21/1960 0:00,,FENTON,MO,,12/7/2015 0:00,BELLEFONTAINE NEIGHBORS,9641 Bellefontaine Road
724,34161422,3/12/2015 0:00,Jacqueline,Garza,3/7/1973 0:00,5952 Eastwood Street,WILDWOOD,MO,S259432787,11/21/2015 0:00,,
725,164962482,6/19/2015 0:00,Brenda,White,5/11/1976 0:00,98 Eagle Crest Street,PASADENA HILLS,,L723891931,11/19/2015 0:00,TOWN AND COUNTRY,1011 Municipal Center Drive
726,964570714,3/5/2015 0:00,Matthew,Roberts,1/9/1980 0:00,79485 Meadow Vale Drive,DES PERES,MO,D687510070,10/14/2015 0:00,BEL-RIDGE,8920 Natural Bridge Road
727,171135295,5/31/2015 0:00,Anne,Butler,7/1/1989 0:00,24650 Transport Alley,BEL-RIDGE,MO,,12/20/2015 0:00,VELDA VILLAGE HILLS,3501 Avondale Avenue
728,759730706,7/20/2015 0:00,Judith,Morris,2/15/1994 0:00,744 Darwin Point,MARYLAND HEIGHTS,MO,C866027121,11/6/2015 0:00,FRONTENAC,10555 Clayton Road
729,917157412,1/22/2015 0:00,Ernest,Moore,,90 Mifflin Street,FRONTENAC,MO,R798100614,,,
730,294341939,8/25/2015 0:00,Kathryn,Mason,9/8/1957 0:00,1 Badeau Place,BALLWIN,MO,,10/28/2015 0:00,WELLSTON,1414 Evergreen
731,628515302,1/15/2015 0:00,Lois,Howell,12/13/1963 0:00,16684 Straubel Pass,BEVERLY HILLS,MO,,10/2/2015 0:00,KINLOCH,8140 Scott
732,613068701,8/21/2015 0:00,Barbara,Morales,11/4/1960 0:00,992 Clove Drive,VELDA CITY,MO,M999153702,12/16/2015 0:00,OAKLAND,1320 W. Lockwood Avenue
733,97945888,3/22/2015 0:00,Timothy,Perez,5/16/1970 0:00,1858 Milwaukee Street,EDMUNDSON,MO,D731806579,12/24/2015 0:00,UNIVERSITY CITY,975 Pennsylvania Avenue
734,104114023,3/14/2015 0:00,Wayne,Lane,9/18/1959 0:00,7 Sage Alley,MARLBOROUGH,MO,H093161268,11/25/2015 0:00,RICHMOND HEIGHTS,7447 Dale Avenue
735,424776116,2/25/2015 0:00,Wayne,Lane,9/18/1959 0:00,7 Sage Alley,,MO,H093161268,12/5/2015 0:00,FENTON,625 New Smizer Mill Road
736,921534090,2/9/2015 0:00,Wayne,Lane,,7 Sage Alley,MARLBOROUGH,MO,H093161268,11/18/2015 0:00,LAKESHIRE,10000 Puttington Drive
737,780841558,3/8/2015 0:00,Alan,Scott,9/4/1955 0:00,48483 Shasta Terrace,KIRKWOOD,MO,O284707033,10/12/2015 0:00,,
738,996272324,3/9/2015 0:00,Wayne,Lane,9/18/1959 0:00,7 Sage Alley,MARLBOROUGH,MO,H093161268,12/30/2015 0:00,BRENTWOOD,2348 South Brentwood Boulevard
739,121753724,8/28/2015 0:00,Wayne,Lane,9/18/1959 0:00,7 Sage Alley,MARLBOROUGH,MO,H093161268,11/12/2015 0:00,CLARKSON VALLEY,15933 Clayton Road
740,56047745,3/30/2015 0:00,Harry,Wells,2/8/1993 0:00,2737 Raven Lane,JENNINGS,MO,F808928527,12/15/2015 0:00,VALLEY PARK,320 Benton Street
741,646349878,6/16/2015 0:00,Michelle,Hall,4/3/1975 0:00,1023 Homewood Park,WILDWOOD,MO,W602602315,10/5/2015 0:00,FERGUSON,110 Church Street
742,736365366,4/7/2015 0:00,Norma,Henderson,3/29/1976 0:00,,UNIVERSITY CITY,MO,,12/8/2015 0:00,EDMUNDSON,4440 Holman Lane
743,456984269,3/30/2015 0:00,Barbara,Banks,2/7/1963 0:00,09693 Dakota Center,,MO,Q946104398,12/16/2015 0:00,SHREWSBURY,4400 Shrewsbury Avenue
744,796742970,8/21/2015 0:00,Robert,Austin,12/17/1976 0:00,0 Northwestern Terrace,GREEN PARK,MO,,12/6/2015 0:00,BEVERLY HILLS,7150 Natural Bridge Road
